test,stratum,chamber,label,group,congress,committee_n,n_D,n_R,n_I,chamber_n,committee_median,chamber_median,displacement,abs_displacement,ci_lo,ci_hi,outlier,p_value
stratified_primary,overall,House,House Natural Resources,predicted,107,52,21,31,0,444,0.2975,0.158,0.13949999999999999,0.13949999999999999,0.218,0.3335,FALSE,0.19198080191980801
stratified_primary,overall,House,House Natural Resources,predicted,108,53,23,30,0,440,0.265,0.211,0.05400000000000002,0.05400000000000002,0.208,0.316,FALSE,0.2906709329067093
stratified_primary,overall,House,House Natural Resources,predicted,109,46,19,27,0,439,0.274,0.229,0.04500000000000001,0.04500000000000001,0.2245,0.3345,FALSE,0.41215878412158785
stratified_primary,overall,House,House Natural Resources,predicted,110,50,24,26,0,449,0.22099999999999997,-0.155,0.376,0.376,0.16649999999999998,0.277,FALSE,0.571942805719428
stratified_primary,overall,House,House Natural Resources,predicted,111,45,25,20,0,448,-0.184,-0.184,0,0,-0.262,-0.056,FALSE,1
stratified_primary,overall,House,House Natural Resources,predicted,112,45,17,28,0,445,0.384,0.269,0.11499999999999999,0.11499999999999999,0.265,0.402,FALSE,0.07879212078792121
stratified_primary,overall,House,House Natural Resources,predicted,113,47,18,29,0,444,0.401,0.2585,0.14250000000000002,0.14250000000000002,0.269,0.406,FALSE,0.0481951804819518
stratified_primary,overall,House,House Natural Resources,predicted,114,42,16,26,0,441,0.344,0.292,0.05199999999999999,0.05199999999999999,0.2615,0.42200000000000004,FALSE,0.43945605439456054
stratified_primary,overall,House,House Natural Resources,predicted,115,43,18,25,0,450,0.372,0.28049999999999997,0.09150000000000003,0.09150000000000003,0.244,0.41,FALSE,0.1511848815118488
stratified_primary,overall,House,House Natural Resources,predicted,116,43,25,18,0,449,-0.207,-0.194,-0.012999999999999984,0.012999999999999984,-0.312,-0.169,FALSE,0.8912108789121088
stratified_primary,overall,House,House Natural Resources,predicted,117,43,24,19,0,455,-0.236,-0.164,-0.07199999999999998,0.07199999999999998,-0.304,-0.169,FALSE,0.5618438156184381
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,103,63,38,25,0,443,-0.097,-0.165,0.068,0.068,-0.242,-0.099,TRUE,0.0663933606639336
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,104,70,34,36,0,445,0.135,0.178,-0.04299999999999998,0.04299999999999998,0.0385,0.21200000000000002,FALSE,0.516048395160484
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,105,76,34,42,0,444,0.2015,0.158,0.04350000000000001,0.04350000000000001,0.158,0.279,FALSE,0.8213178682131786
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,106,76,33,43,0,440,0.211,0.135,0.07599999999999998,0.07599999999999998,0.196,0.2945,FALSE,0.9311068893110689
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,107,80,34,46,0,444,0.211,0.158,0.05299999999999999,0.05299999999999999,0.211,0.3025,FALSE,0.9758024197580242
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,108,74,33,41,0,440,0.2075,0.211,-0.003500000000000003,0.003500000000000003,0.20450000000000002,0.287,FALSE,0.9757024297570243
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,109,74,33,41,0,439,0.211,0.229,-0.018000000000000016,0.018000000000000016,0.2095,0.2915,FALSE,0.42975702429757023
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,110,79,43,36,0,449,-0.119,-0.155,0.036000000000000004,0.036000000000000004,-0.256,-0.112,FALSE,0.3992600739926007
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,111,77,46,31,0,448,-0.142,-0.184,0.04200000000000001,0.04200000000000001,-0.267,-0.142,FALSE,0.26817318268173185
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,112,60,25,35,0,445,0.2735,0.269,0.004500000000000004,0.004500000000000004,0.248,0.3635,FALSE,0.9408059194080592
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,113,61,26,35,0,444,0.278,0.2585,0.019500000000000017,0.019500000000000017,0.244,0.379,FALSE,0.8168183181681832
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,114,59,24,35,0,441,0.276,0.292,-0.01599999999999996,0.01599999999999996,0.25,0.387,FALSE,0.7021297870212979
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,115,61,26,35,0,450,0.278,0.28049999999999997,-0.0024999999999999467,0.0024999999999999467,0.244,0.387,FALSE,0.9417058294170583
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,116,66,36,30,0,449,-0.229,-0.194,-0.035,0.035,-0.2685,-0.156,FALSE,0.30326967303269675
stratified_primary,overall,House,House Transportation & Infrastructure,predicted,117,64,35,29,0,455,-0.236,-0.164,-0.07199999999999998,0.07199999999999998,-0.27949999999999997,-0.1795,FALSE,0.38516148385161486
stratified_primary,overall,Senate,Senate Agriculture,predicted,103,18,10,8,0,102,-0.1185,-0.1435,0.024999999999999994,0.024999999999999994,-0.262,-0.041,FALSE,0.6764323567643236
stratified_primary,overall,Senate,Senate Agriculture,predicted,104,20,9,11,0,103,0.27449999999999997,0.084,0.19049999999999995,0.19049999999999995,0.035,0.2835,FALSE,0.03569643035696431
stratified_primary,overall,Senate,Senate Agriculture,predicted,105,18,8,10,0,100,0.2955,0.153,0.1425,0.1425,0.041,0.3205,FALSE,0.060493950604939506
stratified_primary,overall,Senate,Senate Agriculture,predicted,106,19,8,11,0,102,0.28,0.135,0.14500000000000002,0.14500000000000002,0.014,0.338,FALSE,0.1698830116988301
stratified_primary,overall,Senate,Senate Agriculture,predicted,107,21,11,10,0,101,0.146,0.003,0.143,0.143,-0.239,0.146,FALSE,0.5297470252974702
stratified_primary,overall,Senate,Senate Agriculture,predicted,108,21,10,11,0,100,0.185,0.0795,0.1055,0.1055,0.003,0.28,FALSE,0.36696330366963303
stratified_primary,overall,Senate,Senate Agriculture,predicted,109,20,9,11,0,101,0.236,0.185,0.05099999999999999,0.05099999999999999,0.035500000000000004,0.32499999999999996,FALSE,0.5413458654134586
stratified_primary,overall,Senate,Senate Agriculture,predicted,110,21,11,10,0,102,-0.03,0.019000000000000003,-0.049,0.049,-0.223,-0.03,FALSE,1
stratified_primary,overall,Senate,Senate Agriculture,predicted,111,21,12,9,0,111,-0.166,-0.205,0.03899999999999998,0.03899999999999998,-0.267,-0.057,FALSE,0.30116988301169884
stratified_primary,overall,Senate,Senate Agriculture,predicted,112,21,11,10,0,102,-0.03,-0.156,0.126,0.126,-0.217,-0.03,FALSE,0.21137886211378862
stratified_primary,overall,Senate,Senate Agriculture,predicted,113,22,13,9,0,105,-0.16699999999999998,-0.193,0.026000000000000023,0.026000000000000023,-0.27849999999999997,-0.1325,FALSE,0.43215678432156784
stratified_primary,overall,Senate,Senate Agriculture,predicted,114,20,9,11,0,100,0.3245,0.286,0.038500000000000034,0.038500000000000034,0.1635,0.392,FALSE,0.6563343665633437
stratified_primary,overall,Senate,Senate Agriculture,predicted,115,23,11,12,0,105,0.287,0.285,0.0020000000000000018,0.0020000000000000018,0.124,0.387,FALSE,0.8586141385861414
stratified_primary,overall,Senate,Senate Agriculture,predicted,116,21,9,12,0,102,0.402,0.2855,0.11650000000000005,0.11650000000000005,0.203,0.413,FALSE,0.10538946105389461
stratified_primary,overall,Senate,Senate Agriculture,predicted,117,22,11,11,0,102,0.058499999999999996,0.0335,0.024999999999999994,0.024999999999999994,-0.05500000000000001,0.1605,FALSE,0.6915308469153084
stratified_primary,overall,Senate,Senate Armed Services,predicted,103,21,11,10,0,102,0.013,-0.1435,0.1565,0.1565,-0.231,0.013,FALSE,0.18568143185681432
stratified_primary,overall,Senate,Senate Armed Services,predicted,104,22,10,12,0,103,0.181,0.084,0.09699999999999999,0.09699999999999999,0.035,0.273,FALSE,0.20517948205179481
stratified_primary,overall,Senate,Senate Armed Services,predicted,105,18,8,10,0,100,0.1765,0.153,0.023499999999999993,0.023499999999999993,0.041,0.321,FALSE,0.7634236576342366
stratified_primary,overall,Senate,Senate Armed Services,predicted,106,20,9,11,0,102,0.1765,0.135,0.04149999999999998,0.04149999999999998,0.0085,0.2975,FALSE,0.636936306369363
stratified_primary,overall,Senate,Senate Armed Services,predicted,107,25,13,12,0,101,-0.03,0.003,-0.033,0.033,-0.22,0.146,FALSE,0.8953104689531047
stratified_primary,overall,Senate,Senate Armed Services,predicted,108,25,12,13,0,100,0.124,0.0795,0.0445,0.0445,0.003,0.257,FALSE,0.7130286971302869
stratified_primary,overall,Senate,Senate Armed Services,predicted,109,24,11,13,0,101,0.193,0.185,0.008000000000000007,0.008000000000000007,0.035500000000000004,0.3065,FALSE,0.9471052894710529
stratified_primary,overall,Senate,Senate Armed Services,predicted,110,27,13,14,0,102,0.124,0.019000000000000003,0.105,0.105,0.068,0.287,FALSE,0.523947605239476
stratified_primary,overall,Senate,Senate Armed Services,predicted,111,28,16,12,0,111,-0.1505,-0.205,0.05449999999999999,0.05449999999999999,-0.2505,-0.1115,FALSE,0.0882911708829117
stratified_primary,overall,Senate,Senate Armed Services,predicted,112,26,14,12,0,102,-0.0435,-0.156,0.1125,0.1125,-0.22349999999999998,-0.0435,FALSE,0.06969303069693031
stratified_primary,overall,Senate,Senate Armed Services,predicted,113,26,13,12,1,105,-0.088,-0.193,0.10500000000000001,0.10500000000000001,-0.2255,-0.088,FALSE,0.051394860513948606
stratified_primary,overall,Senate,Senate Armed Services,predicted,114,26,11,14,1,100,0.3525,0.286,0.0665,0.0665,0.1635,0.3785124999999998,FALSE,0.3310668933106689
stratified_primary,overall,Senate,Senate Armed Services,predicted,115,29,12,16,1,105,0.367,0.285,0.08200000000000002,0.08200000000000002,0.203,0.398,FALSE,0.3257674232576742
stratified_primary,overall,Senate,Senate Armed Services,predicted,116,27,12,14,1,102,0.345,0.2855,0.0595,0.0595,0.124,0.378,FALSE,0.6613338666133387
stratified_primary,overall,Senate,Senate Armed Services,predicted,117,26,12,13,1,102,0.1485,0.0335,0.11499999999999999,0.11499999999999999,-0.0465,0.157,FALSE,0.071992800719928
stratified_primary,overall,Senate,Senate Commerce,predicted,103,21,11,10,0,102,-0.117,-0.1435,0.026499999999999982,0.026499999999999982,-0.231,0.013,FALSE,0.6741325867413258
stratified_primary,overall,Senate,Senate Commerce,predicted,104,22,10,12,0,103,0.113,0.084,0.028999999999999998,0.028999999999999998,0.035,0.2705,FALSE,0.6607339266073393
stratified_primary,overall,Senate,Senate Commerce,predicted,105,20,9,11,0,100,0.155,0.153,0.0020000000000000018,0.0020000000000000018,0.041,0.309,FALSE,0.9721027897210279
stratified_primary,overall,Senate,Senate Commerce,predicted,106,20,9,11,0,102,0.155,0.135,0.01999999999999999,0.01999999999999999,0.0085,0.2995,FALSE,0.831916808319168
stratified_primary,overall,Senate,Senate Commerce,predicted,107,23,12,11,0,101,-0.123,0.003,-0.126,0.126,-0.231,0.146,FALSE,0.6348365163483651
stratified_primary,overall,Senate,Senate Commerce,predicted,108,23,11,12,0,100,0.091,0.0795,0.011499999999999996,0.011499999999999996,0.003,0.262,FALSE,1
stratified_primary,overall,Senate,Senate Commerce,predicted,109,22,10,12,0,101,0.14150000000000001,0.185,-0.04349999999999998,0.04349999999999998,0.035500000000000004,0.317,FALSE,0.6218378162183782
stratified_primary,overall,Senate,Senate Commerce,predicted,110,24,12,12,0,102,-0.025999999999999995,0.019000000000000003,-0.045,0.045,-0.0675,0.1045,FALSE,0.48975102489751027
stratified_primary,overall,Senate,Senate Commerce,predicted,111,26,14,12,0,111,-0.16799999999999998,-0.205,0.037000000000000005,0.037000000000000005,-0.2265,-0.0435,FALSE,0.5451454854514548
stratified_primary,overall,Senate,Senate Commerce,predicted,112,26,13,13,0,102,-0.025999999999999995,-0.156,0.13,0.13,-0.05550000000000001,0.14700000000000002,FALSE,0.7954204579542046
stratified_primary,overall,Senate,Senate Commerce,predicted,113,30,18,12,0,105,-0.20700000000000002,-0.193,-0.014000000000000012,0.014000000000000012,-0.264,-0.16099999999999998,FALSE,0.7045295470452955
stratified_primary,overall,Senate,Senate Commerce,predicted,114,24,11,13,0,100,0.3645,0.286,0.07850000000000001,0.07850000000000001,0.1635,0.3815,FALSE,0.27607239276072393
stratified_primary,overall,Senate,Senate Commerce,predicted,115,28,14,14,0,105,0.045999999999999985,0.285,-0.239,0.239,-0.0345,0.15500000000000003,FALSE,0.3742625737426257
stratified_primary,overall,Senate,Senate Commerce,predicted,116,26,12,14,0,102,0.3315,0.2855,0.04600000000000004,0.04600000000000004,0.1635,0.3925,FALSE,0.5289471052894711
stratified_primary,overall,Senate,Senate Commerce,predicted,117,28,14,14,0,102,0.09,0.0335,0.056499999999999995,0.056499999999999995,-0.0495,0.157,FALSE,0.43995600439956006
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,103,21,12,9,0,102,-0.117,-0.1435,0.026499999999999982,0.026499999999999982,-0.268,-0.095,FALSE,0.6561343865613438
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,104,20,10,10,0,103,-0.0405,0.084,-0.1245,0.1245,-0.10300000000000001,0.071,FALSE,0.43775622437756223
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,105,19,9,10,0,100,0.192,0.153,0.03900000000000001,0.03900000000000001,0.014,0.304,FALSE,0.8395160483951605
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,106,19,9,10,0,102,0.192,0.135,0.056999999999999995,0.056999999999999995,0.003,0.287,FALSE,0.662033796620338
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,107,22,12,10,0,101,-0.16849999999999998,0.003,-0.17149999999999999,0.17149999999999999,-0.2485,0.0305,FALSE,0.4263573642635736
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,108,23,11,12,0,100,0.192,0.0795,0.1125,0.1125,0.003,0.262,FALSE,0.24747525247475252
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,109,23,11,12,0,101,0.192,0.185,0.007000000000000006,0.007000000000000006,0.003,0.289,FALSE,0.9145085491450855
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,110,24,11,12,1,102,0.012999999999999998,0.019000000000000003,-0.006000000000000005,0.006000000000000005,-0.06849999999999999,0.1045,FALSE,0.8528147185281472
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,111,24,13,10,1,111,-0.1845,-0.205,0.02049999999999999,0.02049999999999999,-0.271,-0.128,FALSE,0.4550544945505449
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,112,23,11,11,1,102,-0.057,-0.156,0.099,0.099,-0.217,-0.03,FALSE,0.38316168383161686
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,113,23,12,10,1,105,-0.203,-0.193,-0.010000000000000009,0.010000000000000009,-0.255,-0.119,FALSE,0.7822217778222178
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,114,22,8,12,2,100,0.244,0.286,-0.04199999999999998,0.04199999999999998,0.1635,0.388,FALSE,0.5746425357464253
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,115,26,10,14,2,105,0.244,0.285,-0.04099999999999998,0.04099999999999998,0.1635,0.3910124999999998,FALSE,0.648935106489351
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,116,20,7,11,2,102,0.2635,0.2855,-0.021999999999999964,0.021999999999999964,0.1635,0.4075,FALSE,0.8462153784621538
stratified_primary,overall,Senate,Senate Energy & Natural Resources,predicted,117,20,8,10,2,102,0.07300000000000001,0.0335,0.03950000000000001,0.03950000000000001,-0.022500000000000006,0.1605,FALSE,0.6398360163983602
within_party,D,House,House Appropriations,not_predicted,103,36,NA,NA,NA,262,-0.368,-0.3375,-0.03049999999999997,0.03049999999999997,-0.4085,-0.265,FALSE,0.38876112388761125
within_party,R,House,House Appropriations,not_predicted,103,23,NA,NA,NA,180,0.326,0.377,-0.05099999999999999,0.05099999999999999,0.31395000000000006,0.441,FALSE,0.11488851114888511
within_party,D,House,House Appropriations,not_predicted,104,25,NA,NA,NA,208,-0.389,-0.3805,-0.008500000000000008,0.008500000000000008,-0.444,-0.306,FALSE,0.8000199980002
within_party,R,House,House Appropriations,not_predicted,104,32,NA,NA,NA,236,0.3495,0.3845,-0.03500000000000003,0.03500000000000003,0.332,0.448,FALSE,0.21147885211478853
within_party,D,House,House Appropriations,not_predicted,105,27,NA,NA,NA,212,-0.414,-0.3835,-0.03049999999999997,0.03049999999999997,-0.438,-0.321,FALSE,0.35336466353364665
within_party,R,House,House Appropriations,not_predicted,105,33,NA,NA,NA,231,0.357,0.39,-0.03300000000000003,0.03300000000000003,0.348,0.442,FALSE,0.1354864513548645
within_party,D,House,House Appropriations,not_predicted,106,28,NA,NA,NA,213,-0.4175,-0.384,-0.033499999999999974,0.033499999999999974,-0.43251249999999997,-0.3255,FALSE,0.23947605239476052
within_party,R,House,House Appropriations,not_predicted,106,35,NA,NA,NA,225,0.366,0.391,-0.025000000000000022,0.025000000000000022,0.349,0.435,FALSE,0.28187181281871815
within_party,I,House,House Appropriations,not_predicted,106,1,NA,NA,NA,2,0.583,0.01899999999999996,0.5640000000000001,0.5640000000000001,-0.545,0.583,FALSE,1
within_party,D,House,House Appropriations,not_predicted,107,29,NA,NA,NA,214,-0.414,-0.3845,-0.02949999999999997,0.02949999999999997,-0.432,-0.333,FALSE,0.2890710928907109
within_party,R,House,House Appropriations,not_predicted,107,35,NA,NA,NA,228,0.357,0.4025,-0.04550000000000004,0.04550000000000004,0.351,0.451,FALSE,0.07169283071692831
within_party,I,House,House Appropriations,not_predicted,107,1,NA,NA,NA,2,0.583,0.01899999999999996,0.5640000000000001,0.5640000000000001,-0.545,0.583,FALSE,1
within_party,D,House,House Appropriations,not_predicted,108,29,NA,NA,NA,208,-0.402,-0.3825,-0.019500000000000017,0.019500000000000017,-0.427,-0.334,FALSE,0.42685731426857315
within_party,R,House,House Appropriations,not_predicted,108,36,NA,NA,NA,231,0.3495,0.403,-0.05350000000000005,0.05350000000000005,0.35248749999999995,0.46099999999999997,TRUE,0.053094690530946904
within_party,D,House,House Appropriations,not_predicted,109,29,NA,NA,NA,203,-0.402,-0.392,-0.010000000000000009,0.010000000000000009,-0.438,-0.343,FALSE,0.7111288871112889
within_party,R,House,House Appropriations,not_predicted,109,38,NA,NA,NA,235,0.344,0.409,-0.065,0.065,0.3615,0.469,TRUE,0.024897510248975102
within_party,D,House,House Appropriations,not_predicted,110,37,NA,NA,NA,243,-0.402,-0.379,-0.02300000000000002,0.02300000000000002,-0.419,-0.33,FALSE,0.38476152384761525
within_party,R,House,House Appropriations,not_predicted,110,31,NA,NA,NA,206,0.34,0.426,-0.08599999999999997,0.08599999999999997,0.367,0.498,TRUE,0.011698830116988301
within_party,D,House,House Appropriations,not_predicted,111,38,NA,NA,NA,265,-0.3705,-0.349,-0.02150000000000002,0.02150000000000002,-0.406,-0.3025,FALSE,0.49265073492650735
within_party,R,House,House Appropriations,not_predicted,111,23,NA,NA,NA,183,0.334,0.447,-0.11299999999999999,0.11299999999999999,0.379,0.523,TRUE,0.0024997500249975004
within_party,D,House,House Appropriations,not_predicted,112,21,NA,NA,NA,200,-0.419,-0.399,-0.019999999999999962,0.019999999999999962,-0.455,-0.34,FALSE,0.39216078392160786
within_party,R,House,House Appropriations,not_predicted,112,29,NA,NA,NA,245,0.34,0.467,-0.127,0.127,0.392,0.535,TRUE,2.9997000299970003e-4
within_party,D,House,House Appropriations,not_predicted,113,24,NA,NA,NA,204,-0.402,-0.394,-0.008000000000000007,0.008000000000000007,-0.43301249999999997,-0.3335,FALSE,0.6664333566643336
within_party,R,House,House Appropriations,not_predicted,113,33,NA,NA,NA,240,0.34,0.49,-0.14999999999999997,0.14999999999999997,0.407,0.542,TRUE,1.9998000199980003e-4
within_party,D,House,House Appropriations,not_predicted,114,23,NA,NA,NA,190,-0.402,-0.396,-0.006000000000000005,0.006000000000000005,-0.434,-0.348,FALSE,0.7414258574142586
within_party,R,House,House Appropriations,not_predicted,114,31,NA,NA,NA,251,0.362,0.49,-0.128,0.128,0.407,0.548,TRUE,6.999300069993001e-4
within_party,D,House,House Appropriations,not_predicted,115,21,NA,NA,NA,200,-0.389,-0.393,0.0040000000000000036,0.0040000000000000036,-0.438,-0.336,FALSE,0.8656134386561344
within_party,R,House,House Appropriations,not_predicted,115,31,NA,NA,NA,250,0.384,0.497,-0.11299999999999999,0.11299999999999999,0.432,0.555,TRUE,6.999300069993001e-4
within_party,D,House,House Appropriations,not_predicted,116,30,NA,NA,NA,240,-0.38,-0.3805,5.000000000000004e-4,5.000000000000004e-4,-0.41600000000000004,-0.3305,FALSE,0.9894010598940106
within_party,R,House,House Appropriations,not_predicted,116,23,NA,NA,NA,208,0.362,0.5045,-0.14249999999999996,0.14249999999999996,0.436,0.572,TRUE,9.999000099990002e-5
within_party,D,House,House Appropriations,not_predicted,117,33,NA,NA,NA,232,-0.365,-0.3855,0.020500000000000018,0.020500000000000018,-0.419,-0.339,FALSE,0.31916808319168083
within_party,R,House,House Appropriations,not_predicted,117,26,NA,NA,NA,223,0.356,0.498,-0.14200000000000002,0.14200000000000002,0.4365,0.566,TRUE,2.9997000299970003e-4
within_party,D,House,House Budget,not_predicted,103,28,NA,NA,NA,262,-0.34450000000000003,-0.3375,-0.007000000000000006,0.007000000000000006,-0.416,-0.259,FALSE,0.8881111888811118
within_party,R,House,House Budget,not_predicted,103,17,NA,NA,NA,180,0.351,0.377,-0.026000000000000023,0.026000000000000023,0.283,0.458,FALSE,0.4697530246975302
within_party,D,House,House Budget,not_predicted,104,20,NA,NA,NA,208,-0.393,-0.3805,-0.012500000000000011,0.012500000000000011,-0.44901250000000004,-0.302,FALSE,0.7571242875712428
within_party,R,House,House Budget,not_predicted,104,25,NA,NA,NA,236,0.453,0.3845,0.0685,0.0685,0.325,0.464,FALSE,0.059494050594940506
within_party,D,House,House Budget,not_predicted,105,21,NA,NA,NA,212,-0.343,-0.3835,0.04049999999999998,0.04049999999999998,-0.455,-0.317,FALSE,0.2548745125487451
within_party,R,House,House Budget,not_predicted,105,23,NA,NA,NA,231,0.473,0.39,0.08299999999999996,0.08299999999999996,0.336,0.47,TRUE,0.018598140185981403
within_party,D,House,House Budget,not_predicted,106,19,NA,NA,NA,213,-0.33,-0.384,0.05399999999999999,0.05399999999999999,-0.453,-0.312,FALSE,0.12988701129887012
within_party,R,House,House Budget,not_predicted,106,25,NA,NA,NA,225,0.478,0.391,0.08699999999999997,0.08699999999999997,0.336,0.456,TRUE,0.0093990600939906
within_party,D,House,House Budget,not_predicted,107,20,NA,NA,NA,214,-0.33,-0.3845,0.05449999999999999,0.05449999999999999,-0.448,-0.32,FALSE,0.0912908709129087
within_party,R,House,House Budget,not_predicted,107,26,NA,NA,NA,228,0.4225,0.4025,0.019999999999999962,0.019999999999999962,0.34299999999999997,0.461,FALSE,0.47675232476752327
within_party,D,House,House Budget,not_predicted,108,20,NA,NA,NA,208,-0.361,-0.3825,0.02150000000000002,0.02150000000000002,-0.4405,-0.322,FALSE,0.45955404459554045
within_party,R,House,House Budget,not_predicted,108,24,NA,NA,NA,231,0.4165,0.403,0.013499999999999956,0.013499999999999956,0.341,0.47951249999999984,FALSE,0.681031896810319
within_party,D,House,House Budget,not_predicted,109,17,NA,NA,NA,203,-0.342,-0.392,0.04999999999999999,0.04999999999999999,-0.455,-0.321,FALSE,0.1277872212778722
within_party,R,House,House Budget,not_predicted,109,24,NA,NA,NA,235,0.45699999999999996,0.409,0.04799999999999999,0.04799999999999999,0.345,0.4885,FALSE,0.16598340165983402
within_party,D,House,House Budget,not_predicted,110,24,NA,NA,NA,243,-0.3425,-0.379,0.03649999999999998,0.03649999999999998,-0.43151249999999997,-0.3115,FALSE,0.21647835216478353
within_party,R,House,House Budget,not_predicted,110,18,NA,NA,NA,206,0.5165,0.426,0.09049999999999997,0.09049999999999997,0.351,0.5160124999999999,TRUE,0.0341965803419658
within_party,D,House,House Budget,not_predicted,111,25,NA,NA,NA,265,-0.343,-0.349,0.00599999999999995,0.00599999999999995,-0.417,-0.289,FALSE,0.8753124687531247
within_party,R,House,House Budget,not_predicted,111,18,NA,NA,NA,183,0.516,0.447,0.069,0.069,0.3704875,0.5315000000000001,FALSE,0.10588941105889411
within_party,D,House,House Budget,not_predicted,112,17,NA,NA,NA,200,-0.403,-0.399,-0.0040000000000000036,0.0040000000000000036,-0.466,-0.333,FALSE,0.8034196580341966
within_party,R,House,House Budget,not_predicted,112,22,NA,NA,NA,245,0.6025,0.467,0.1355,0.1355,0.382,0.543,TRUE,3.9996000399960006e-4
within_party,D,House,House Budget,not_predicted,113,21,NA,NA,NA,204,-0.402,-0.394,-0.008000000000000007,0.008000000000000007,-0.438,-0.329,FALSE,0.6816318368163183
within_party,R,House,House Budget,not_predicted,113,23,NA,NA,NA,240,0.572,0.49,0.08199999999999996,0.08199999999999996,0.4,0.559,TRUE,0.06769323067693231
within_party,D,House,House Budget,not_predicted,114,14,NA,NA,NA,190,-0.4005,-0.396,-0.004500000000000004,0.004500000000000004,-0.4530125,-0.336,FALSE,0.8311168883111689
within_party,R,House,House Budget,not_predicted,114,26,NA,NA,NA,251,0.563,0.49,0.07299999999999995,0.07299999999999995,0.406,0.552,TRUE,0.055194480551944806
within_party,D,House,House Budget,not_predicted,115,14,NA,NA,NA,200,-0.39649999999999996,-0.393,-0.0034999999999999476,0.0034999999999999476,-0.45,-0.3235,FALSE,0.886011398860114
within_party,R,House,House Budget,not_predicted,115,23,NA,NA,NA,250,0.58,0.497,0.08299999999999996,0.08299999999999996,0.425,0.565,TRUE,0.0287971202879712
within_party,D,House,House Budget,not_predicted,116,22,NA,NA,NA,240,-0.379,-0.3805,0.0015000000000000013,0.0015000000000000013,-0.4225,-0.3185,FALSE,0.9541045895410459
within_party,R,House,House Budget,not_predicted,116,15,NA,NA,NA,208,0.577,0.5045,0.07250000000000001,0.07250000000000001,0.424,0.593,FALSE,0.10388961103889612
within_party,D,House,House Budget,not_predicted,117,20,NA,NA,NA,232,-0.382,-0.3855,0.003500000000000003,0.003500000000000003,-0.4315,-0.3224875000000002,FALSE,0.8944105589441056
within_party,R,House,House Budget,not_predicted,117,16,NA,NA,NA,223,0.589,0.498,0.09099999999999997,0.09099999999999997,0.41700000000000004,0.591,FALSE,0.0428957104289571
within_party,D,House,House Rules,not_predicted,103,9,NA,NA,NA,262,-0.418,-0.3375,-0.08049999999999996,0.08049999999999996,-0.473,-0.196,FALSE,0.26507349265073493
within_party,R,House,House Rules,not_predicted,103,4,NA,NA,NA,180,0.4495,0.377,0.07250000000000001,0.07250000000000001,0.2164875,0.5245,FALSE,0.3671632836716328
within_party,D,House,House Rules,not_predicted,104,4,NA,NA,NA,208,-0.367,-0.3805,0.013500000000000012,0.013500000000000012,-0.5125,-0.1985,FALSE,0.8685131486851315
within_party,R,House,House Rules,not_predicted,104,9,NA,NA,NA,236,0.416,0.3845,0.03149999999999997,0.03149999999999997,0.258,0.518,FALSE,0.609039096090391
within_party,D,House,House Rules,not_predicted,105,4,NA,NA,NA,212,-0.367,-0.3835,0.016500000000000015,0.016500000000000015,-0.516,-0.235,FALSE,0.821917808219178
within_party,R,House,House Rules,not_predicted,105,9,NA,NA,NA,231,0.421,0.39,0.030999999999999972,0.030999999999999972,0.292,0.518,FALSE,0.4774522547745225
within_party,D,House,House Rules,not_predicted,106,4,NA,NA,NA,213,-0.367,-0.384,0.017000000000000015,0.017000000000000015,-0.512,-0.22748750000000018,FALSE,0.8066193380661933
within_party,R,House,House Rules,not_predicted,106,9,NA,NA,NA,225,0.421,0.391,0.02999999999999997,0.02999999999999997,0.292,0.519,FALSE,0.5311468853114688
within_party,D,House,House Rules,not_predicted,107,6,NA,NA,NA,214,-0.4415,-0.3845,-0.056999999999999995,0.056999999999999995,-0.497,-0.2645,FALSE,0.3230676932306769
