test,stratum,chamber,label,group,congress,committee_n,n_D,n_R,n_I,chamber_n,committee_median,chamber_median,displacement,abs_displacement,ci_lo,ci_hi,outlier,p_value
within_party,R,House,House Rules,not_predicted,107,9,NA,NA,NA,228,0.421,0.4025,0.01849999999999996,0.01849999999999996,0.29892500000000005,0.52,FALSE,0.7233276672332767
within_party,D,House,House Rules,not_predicted,108,4,NA,NA,NA,208,-0.5015000000000001,-0.3825,-0.11900000000000005,0.11900000000000005,-0.513,-0.23298750000000018,FALSE,0.09109089091090891
within_party,R,House,House Rules,not_predicted,108,10,NA,NA,NA,231,0.4185,0.403,0.015499999999999958,0.015499999999999958,0.3055,0.5205,FALSE,0.7661233876612339
within_party,D,House,House Rules,not_predicted,109,4,NA,NA,NA,203,-0.5015000000000001,-0.392,-0.10950000000000004,0.10950000000000004,-0.515,-0.2554875000000002,FALSE,0.09709029097090291
within_party,R,House,House Rules,not_predicted,109,9,NA,NA,NA,235,0.416,0.409,0.007000000000000006,0.007000000000000006,0.299975,0.538,FALSE,0.8863113688631137
within_party,D,House,House Rules,not_predicted,110,9,NA,NA,NA,243,-0.434,-0.379,-0.05499999999999999,0.05499999999999999,-0.479,-0.267,FALSE,0.29047095290470953
within_party,R,House,House Rules,not_predicted,110,4,NA,NA,NA,206,0.44699999999999995,0.426,0.020999999999999963,0.020999999999999963,0.28049999999999997,0.5975124999999998,FALSE,0.8009199080091991
within_party,D,House,House Rules,not_predicted,111,12,NA,NA,NA,265,-0.428,-0.349,-0.07900000000000001,0.07900000000000001,-0.4470125,-0.2614875000000001,FALSE,0.0999900009999
within_party,R,House,House Rules,not_predicted,111,4,NA,NA,NA,183,0.5309999999999999,0.447,0.08399999999999991,0.08399999999999991,0.2995,0.618,FALSE,0.31856814318568144
within_party,D,House,House Rules,not_predicted,112,4,NA,NA,NA,200,-0.5015000000000001,-0.399,-0.10250000000000004,0.10250000000000004,-0.5225,-0.2629875000000002,FALSE,0.11598840115988401
within_party,R,House,House Rules,not_predicted,112,9,NA,NA,NA,245,0.537,0.467,0.07,0.07,0.333,0.584,FALSE,0.3037696230376962
within_party,D,House,House Rules,not_predicted,113,4,NA,NA,NA,204,-0.5015000000000001,-0.394,-0.10750000000000004,0.10750000000000004,-0.499,-0.262,TRUE,0.0811918808119188
within_party,R,House,House Rules,not_predicted,113,9,NA,NA,NA,240,0.537,0.49,0.04700000000000004,0.04700000000000004,0.352,0.603,FALSE,0.48095190480951905
within_party,D,House,House Rules,not_predicted,114,4,NA,NA,NA,190,-0.5015000000000001,-0.396,-0.10550000000000004,0.10550000000000004,-0.5030125,-0.28049999999999997,FALSE,0.061993800619938005
within_party,R,House,House Rules,not_predicted,114,9,NA,NA,NA,251,0.584,0.49,0.09399999999999997,0.09399999999999997,0.352,0.605,FALSE,0.1551844815518448
within_party,D,House,House Rules,not_predicted,115,5,NA,NA,NA,200,-0.465,-0.393,-0.07200000000000001,0.07200000000000001,-0.491,-0.276,FALSE,0.21207879212078792
within_party,R,House,House Rules,not_predicted,115,9,NA,NA,NA,250,0.584,0.497,0.08699999999999997,0.08699999999999997,0.362,0.61,FALSE,0.17848215178482152
within_party,D,House,House Rules,not_predicted,116,10,NA,NA,NA,240,-0.4465,-0.3805,-0.066,0.066,-0.45,-0.2875,FALSE,0.1131886811318868
within_party,R,House,House Rules,not_predicted,116,4,NA,NA,NA,208,0.579,0.5045,0.07450000000000001,0.07450000000000001,0.3484875,0.6530124999999999,FALSE,0.3434656534346565
within_party,D,House,House Rules,not_predicted,117,9,NA,NA,NA,232,-0.46,-0.3855,-0.07450000000000001,0.07450000000000001,-0.459,-0.289,TRUE,0.09169083091690831
within_party,R,House,House Rules,not_predicted,117,4,NA,NA,NA,223,0.506,0.498,0.008000000000000007,0.008000000000000007,0.3425,0.6625124999999998,FALSE,0.9211078892110789
within_party,D,House,House Ways & Means,not_predicted,103,24,NA,NA,NA,262,-0.3845,-0.3375,-0.046999999999999986,0.046999999999999986,-0.423,-0.254,FALSE,0.29117088291170884
within_party,R,House,House Ways & Means,not_predicted,103,15,NA,NA,NA,180,0.371,0.377,-0.006000000000000005,0.006000000000000005,0.276,0.461,FALSE,0.8247175282471753
within_party,D,House,House Ways & Means,not_predicted,104,16,NA,NA,NA,208,-0.3915,-0.3805,-0.01100000000000001,0.01100000000000001,-0.4565,-0.2885,FALSE,0.8155184481551845
within_party,R,House,House Ways & Means,not_predicted,104,23,NA,NA,NA,236,0.385,0.3845,5.000000000000004e-4,5.000000000000004e-4,0.32,0.47,FALSE,1
within_party,D,House,House Ways & Means,not_predicted,105,16,NA,NA,NA,212,-0.4105,-0.3835,-0.02699999999999997,0.02699999999999997,-0.4605,-0.3085,FALSE,0.49375062493750627
within_party,R,House,House Ways & Means,not_predicted,105,23,NA,NA,NA,231,0.384,0.39,-0.006000000000000005,0.006000000000000005,0.335,0.464,FALSE,0.8984101589841016
within_party,D,House,House Ways & Means,not_predicted,106,16,NA,NA,NA,213,-0.4105,-0.384,-0.026499999999999968,0.026499999999999968,-0.4575125,-0.307,FALSE,0.47525247475252475
within_party,R,House,House Ways & Means,not_predicted,106,23,NA,NA,NA,225,0.371,0.391,-0.020000000000000018,0.020000000000000018,0.334,0.461,FALSE,0.5451454854514548
within_party,D,House,House Ways & Means,not_predicted,107,17,NA,NA,NA,214,-0.404,-0.3845,-0.019500000000000017,0.019500000000000017,-0.458,-0.315,FALSE,0.5509449055094491
within_party,R,House,House Ways & Means,not_predicted,107,24,NA,NA,NA,228,0.3775,0.4025,-0.025000000000000022,0.025000000000000022,0.33999999999999997,0.4675,FALSE,0.38746125387461255
within_party,D,House,House Ways & Means,not_predicted,108,17,NA,NA,NA,208,-0.404,-0.3825,-0.02150000000000002,0.02150000000000002,-0.451,-0.315,FALSE,0.48485151484851513
within_party,R,House,House Ways & Means,not_predicted,108,24,NA,NA,NA,231,0.3845,0.403,-0.018500000000000016,0.018500000000000016,0.3415,0.4805124999999999,FALSE,0.5687431256874312
within_party,D,House,House Ways & Means,not_predicted,109,17,NA,NA,NA,203,-0.403,-0.392,-0.01100000000000001,0.01100000000000001,-0.455,-0.321,FALSE,0.7265273472652735
within_party,R,House,House Ways & Means,not_predicted,109,25,NA,NA,NA,235,0.39,0.409,-0.01899999999999996,0.01899999999999996,0.34297500000000003,0.488,FALSE,0.5035496450354965
within_party,D,House,House Ways & Means,not_predicted,110,24,NA,NA,NA,243,-0.394,-0.379,-0.015000000000000013,0.015000000000000013,-0.4320125,-0.3095,FALSE,0.6339366063393661
within_party,R,House,House Ways & Means,not_predicted,110,17,NA,NA,NA,206,0.386,0.426,-0.03999999999999998,0.03999999999999998,0.343,0.519,FALSE,0.35256474352564743
within_party,D,House,House Ways & Means,not_predicted,111,26,NA,NA,NA,265,-0.394,-0.349,-0.04500000000000004,0.04500000000000004,-0.4165,-0.29100000000000004,FALSE,0.20767923207679231
within_party,R,House,House Ways & Means,not_predicted,111,15,NA,NA,NA,183,0.45,0.447,0.0030000000000000027,0.0030000000000000027,0.361,0.539,FALSE,0.9448055194480552
within_party,D,House,House Ways & Means,not_predicted,112,15,NA,NA,NA,200,-0.412,-0.399,-0.012999999999999956,0.012999999999999956,-0.472,-0.329,FALSE,0.6127387261273872
within_party,R,House,House Ways & Means,not_predicted,112,24,NA,NA,NA,245,0.4155,0.467,-0.051500000000000046,0.051500000000000046,0.3854875,0.5395000000000001,FALSE,0.22677732226777322
within_party,D,House,House Ways & Means,not_predicted,113,16,NA,NA,NA,204,-0.4145,-0.394,-0.020499999999999963,0.020499999999999963,-0.4485,-0.32,FALSE,0.45585441455854414
within_party,R,House,House Ways & Means,not_predicted,113,23,NA,NA,NA,240,0.41,0.49,-0.08000000000000002,0.08000000000000002,0.398,0.559,FALSE,0.0862913708629137
within_party,D,House,House Ways & Means,not_predicted,114,15,NA,NA,NA,190,-0.417,-0.396,-0.020999999999999963,0.020999999999999963,-0.455,-0.336,FALSE,0.37206279372062795
within_party,R,House,House Ways & Means,not_predicted,114,26,NA,NA,NA,251,0.4365,0.49,-0.05349999999999999,0.05349999999999999,0.4055,0.5529999999999999,FALSE,0.1518848115188481
within_party,D,House,House Ways & Means,not_predicted,115,17,NA,NA,NA,200,-0.403,-0.393,-0.010000000000000009,0.010000000000000009,-0.448,-0.329,FALSE,0.6109389061093891
within_party,R,House,House Ways & Means,not_predicted,115,27,NA,NA,NA,250,0.451,0.497,-0.045999999999999985,0.045999999999999985,0.429,0.558,FALSE,0.2131786821317868
within_party,D,House,House Ways & Means,not_predicted,116,26,NA,NA,NA,240,-0.395,-0.3805,-0.014500000000000013,0.014500000000000013,-0.419,-0.325,FALSE,0.5636436356364364
within_party,R,House,House Ways & Means,not_predicted,116,17,NA,NA,NA,208,0.527,0.5045,0.022500000000000075,0.022500000000000075,0.427,0.593,FALSE,0.664033596640336
within_party,D,House,House Ways & Means,not_predicted,117,24,NA,NA,NA,232,-0.393,-0.3855,-0.007500000000000007,0.007500000000000007,-0.4265,-0.3295,FALSE,0.7561243875612439
within_party,R,House,House Ways & Means,not_predicted,117,18,NA,NA,NA,223,0.5235000000000001,0.498,0.025500000000000078,0.025500000000000078,0.4225,0.587,FALSE,0.5988401159884011
within_party,D,Senate,Senate Appropriations,not_predicted,103,16,NA,NA,NA,57,-0.314,-0.309,-0.0050000000000000044,0.0050000000000000044,-0.3425,-0.259,FALSE,0.7708229177082292
within_party,R,Senate,Senate Appropriations,not_predicted,103,13,NA,NA,NA,45,0.287,0.346,-0.059,0.059,0.257,0.40212499999999823,FALSE,0.16448355164483552
within_party,D,Senate,Senate Appropriations,not_predicted,104,14,NA,NA,NA,48,-0.314,-0.3085,-0.005500000000000005,0.005500000000000005,-0.34299999999999997,-0.2645,FALSE,0.7473252674732527
within_party,R,Senate,Senate Appropriations,not_predicted,104,15,NA,NA,NA,55,0.31,0.361,-0.05099999999999999,0.05099999999999999,0.287,0.429,FALSE,0.1334866513348665
within_party,D,Senate,Senate Appropriations,not_predicted,105,13,NA,NA,NA,45,-0.351,-0.308,-0.04299999999999998,0.04299999999999998,-0.352,-0.26590000000000147,FALSE,0.06879312068793121
within_party,R,Senate,Senate Appropriations,not_predicted,105,14,NA,NA,NA,55,0.3435,0.381,-0.03749999999999998,0.03749999999999998,0.307,0.446,FALSE,0.23807619238076191
within_party,D,Senate,Senate Appropriations,not_predicted,106,13,NA,NA,NA,46,-0.319,-0.302,-0.017000000000000015,0.017000000000000015,-0.351,-0.25,FALSE,0.4500549945005499
within_party,R,Senate,Senate Appropriations,not_predicted,106,14,NA,NA,NA,56,0.3435,0.3735,-0.02999999999999997,0.02999999999999997,0.2955,0.446,FALSE,0.392960703929607
within_party,D,Senate,Senate Appropriations,not_predicted,107,15,NA,NA,NA,50,-0.309,-0.3085,-5.000000000000004e-4,5.000000000000004e-4,-0.351,-0.262,FALSE,1
within_party,R,Senate,Senate Appropriations,not_predicted,107,13,NA,NA,NA,50,0.331,0.3815,-0.05049999999999999,0.05049999999999999,0.304,0.446,FALSE,0.1367863213678632
within_party,D,Senate,Senate Appropriations,not_predicted,108,14,NA,NA,NA,48,-0.301,-0.309,0.008000000000000007,0.008000000000000007,-0.35150000000000003,-0.261,FALSE,0.6970302969703029
within_party,R,Senate,Senate Appropriations,not_predicted,108,15,NA,NA,NA,51,0.331,0.364,-0.032999999999999974,0.032999999999999974,0.304,0.429,FALSE,0.2672732726727327
within_party,D,Senate,Senate Appropriations,not_predicted,109,13,NA,NA,NA,45,-0.309,-0.326,0.017000000000000015,0.017000000000000015,-0.36,-0.267,FALSE,0.5549445055494451
within_party,R,Senate,Senate Appropriations,not_predicted,109,15,NA,NA,NA,55,0.356,0.381,-0.025000000000000022,0.025000000000000022,0.331,0.439,FALSE,0.3571642835716428
within_party,D,Senate,Senate Appropriations,not_predicted,110,15,NA,NA,NA,50,-0.319,-0.3135,-0.005500000000000005,0.005500000000000005,-0.351,-0.266,FALSE,0.7144285571442855
within_party,R,Senate,Senate Appropriations,not_predicted,110,14,NA,NA,NA,51,0.3435,0.395,-0.05149999999999999,0.05149999999999999,0.33348750000000005,0.4595,FALSE,0.09319068093190681
within_party,D,Senate,Senate Appropriations,not_predicted,111,17,NA,NA,NA,66,-0.309,-0.3165,0.007500000000000007,0.007500000000000007,-0.355,-0.25,FALSE,0.722027797220278
within_party,R,Senate,Senate Appropriations,not_predicted,111,13,NA,NA,NA,44,0.324,0.3985,-0.07450000000000001,0.07450000000000001,0.333,0.471,TRUE,0.023997600239976002
within_party,D,Senate,Senate Appropriations,not_predicted,112,16,NA,NA,NA,53,-0.329,-0.319,-0.010000000000000009,0.010000000000000009,-0.3555,-0.2475,FALSE,0.763023697630237
within_party,R,Senate,Senate Appropriations,not_predicted,112,14,NA,NA,NA,48,0.371,0.413,-0.04199999999999998,0.04199999999999998,0.3765,0.5015000000000001,TRUE,0.12058794120587941
within_party,D,Senate,Senate Appropriations,not_predicted,113,16,NA,NA,NA,57,-0.345,-0.335,-0.009999999999999953,0.009999999999999953,-0.3675,-0.2525,FALSE,0.6874312568743126
within_party,R,Senate,Senate Appropriations,not_predicted,113,14,NA,NA,NA,46,0.383,0.4245,-0.04149999999999998,0.04149999999999998,0.3865,0.5225,TRUE,0.1484851514848515
within_party,D,Senate,Senate Appropriations,not_predicted,114,14,NA,NA,NA,44,-0.3585,-0.337,-0.021499999999999964,0.021499999999999964,-0.388,-0.264,FALSE,0.38996100389961
within_party,R,Senate,Senate Appropriations,not_predicted,114,16,NA,NA,NA,54,0.4,0.445,-0.044999999999999984,0.044999999999999984,0.3945,0.5425,FALSE,0.18618138186181382
within_party,D,Senate,Senate Appropriations,not_predicted,115,15,NA,NA,NA,48,-0.357,-0.3395,-0.01749999999999996,0.01749999999999996,-0.399,-0.252,FALSE,0.43425657434256576
within_party,R,Senate,Senate Appropriations,not_predicted,115,17,NA,NA,NA,55,0.403,0.461,-0.057999999999999996,0.057999999999999996,0.403,0.549,FALSE,0.1852814718528147
within_party,D,Senate,Senate Appropriations,not_predicted,116,15,NA,NA,NA,46,-0.357,-0.3395,-0.01749999999999996,0.01749999999999996,-0.366,-0.278,FALSE,0.41855814418558146
within_party,R,Senate,Senate Appropriations,not_predicted,116,16,NA,NA,NA,54,0.40800000000000003,0.4615,-0.05349999999999999,0.05349999999999999,0.40800000000000003,0.5585,FALSE,0.23867613238676133
within_party,D,Senate,Senate Appropriations,not_predicted,117,15,NA,NA,NA,49,-0.339,-0.343,0.0040000000000000036,0.0040000000000000036,-0.411,-0.285,FALSE,0.704929507049295
within_party,R,Senate,Senate Appropriations,not_predicted,117,15,NA,NA,NA,51,0.413,0.505,-0.09200000000000003,0.09200000000000003,0.426,0.606,TRUE,0.05499450054994501
within_party,D,Senate,Senate Budget,not_predicted,103,12,NA,NA,NA,57,-0.356,-0.309,-0.046999999999999986,0.046999999999999986,-0.3515,-0.2445,TRUE,0.07989201079892011
within_party,R,Senate,Senate Budget,not_predicted,103,9,NA,NA,NA,45,0.39,0.346,0.04400000000000004,0.04400000000000004,0.219,0.46,FALSE,0.3561643835616438
within_party,D,Senate,Senate Budget,not_predicted,104,11,NA,NA,NA,48,-0.335,-0.3085,-0.026500000000000024,0.026500000000000024,-0.352,-0.256,FALSE,0.3116688331166883
within_party,R,Senate,Senate Budget,not_predicted,104,14,NA,NA,NA,55,0.378,0.361,0.017000000000000015,0.017000000000000015,0.28049999999999997,0.4265,FALSE,0.6466353364663534
within_party,D,Senate,Senate Budget,not_predicted,105,10,NA,NA,NA,45,-0.337,-0.308,-0.029000000000000026,0.029000000000000026,-0.3545,-0.261,FALSE,0.2652734726527347
within_party,R,Senate,Senate Budget,not_predicted,105,12,NA,NA,NA,55,0.3365,0.381,-0.044499999999999984,0.044499999999999984,0.3,0.456,FALSE,0.22037796220377961
within_party,D,Senate,Senate Budget,not_predicted,106,10,NA,NA,NA,46,-0.337,-0.302,-0.03500000000000003,0.03500000000000003,-0.353,-0.2435,FALSE,0.21337866213378662
within_party,R,Senate,Senate Budget,not_predicted,106,12,NA,NA,NA,56,0.3365,0.3735,-0.03699999999999998,0.03699999999999998,0.288,0.4565,FALSE,0.3454654534546545
within_party,D,Senate,Senate Budget,not_predicted,107,12,NA,NA,NA,50,-0.322,-0.3085,-0.013500000000000012,0.013500000000000012,-0.3535,-0.2505,FALSE,0.5918408159184082
within_party,R,Senate,Senate Budget,not_predicted,107,11,NA,NA,NA,50,0.362,0.3815,-0.019500000000000017,0.019500000000000017,0.289,0.446,FALSE,0.7065293470652935
within_party,D,Senate,Senate Budget,not_predicted,108,11,NA,NA,NA,48,-0.309,-0.309,0,0,-0.357,-0.25,FALSE,1
within_party,R,Senate,Senate Budget,not_predicted,108,12,NA,NA,NA,51,0.5065,0.364,0.14249999999999996,0.14249999999999996,0.29200000000000004,0.44199999999999995,TRUE,2.9997000299970003e-4
within_party,D,Senate,Senate Budget,not_predicted,109,11,NA,NA,NA,45,-0.335,-0.326,-0.009000000000000008,0.009000000000000008,-0.36,-0.256,FALSE,0.7934206579342066
within_party,R,Senate,Senate Budget,not_predicted,109,12,NA,NA,NA,55,0.488,0.381,0.10699999999999998,0.10699999999999998,0.3175,0.45199999999999996,TRUE,0.0031996800319968005
within_party,D,Senate,Senate Budget,not_predicted,110,11,NA,NA,NA,50,-0.335,-0.3135,-0.02150000000000002,0.02150000000000002,-0.352,-0.25,FALSE,0.44455554444555545
within_party,R,Senate,Senate Budget,not_predicted,110,11,NA,NA,NA,51,0.505,0.395,0.10999999999999999,0.10999999999999999,0.324,0.473,TRUE,0.010698930106989302
within_party,I,Senate,Senate Budget,not_predicted,110,1,NA,NA,NA,1,-0.545,-0.545,0,0,-0.545,-0.545,FALSE,1
within_party,D,Senate,Senate Budget,not_predicted,111,12,NA,NA,NA,66,-0.3275,-0.3165,-0.01100000000000001,0.01100000000000001,-0.36,-0.2375,FALSE,0.6965303469653035
within_party,R,Senate,Senate Budget,not_predicted,111,10,NA,NA,NA,44,0.488,0.3985,0.08949999999999997,0.08949999999999997,0.3275,0.483,TRUE,0.029597040295970403
within_party,I,Senate,Senate Budget,not_predicted,111,1,NA,NA,NA,1,-0.545,-0.545,0,0,-0.545,-0.545,FALSE,1
within_party,D,Senate,Senate Budget,not_predicted,112,11,NA,NA,NA,53,-0.32,-0.319,-0.0010000000000000009,0.0010000000000000009,-0.36,-0.217,FALSE,0.946005399460054
within_party,R,Senate,Senate Budget,not_predicted,112,12,NA,NA,NA,48,0.488,0.413,0.07500000000000001,0.07500000000000001,0.3745,0.52,FALSE,0.0628937106289371
within_party,I,Senate,Senate Budget,not_predicted,112,1,NA,NA,NA,1,-0.545,-0.545,0,0,-0.545,-0.545,FALSE,1
within_party,D,Senate,Senate Budget,not_predicted,113,10,NA,NA,NA,57,-0.3375,-0.335,-0.0025000000000000022,0.0025000000000000022,-0.39749999999999996,-0.236,FALSE,0.9482051794820517
within_party,R,Senate,Senate Budget,not_predicted,113,10,NA,NA,NA,46,0.4415,0.4245,0.017000000000000015,0.017000000000000015,0.3795,0.5455000000000001,FALSE,0.6296370362963704
within_party,I,Senate,Senate Budget,not_predicted,113,2,NA,NA,NA,2,-0.35700000000000004,-0.35700000000000004,0,0,-0.35700000000000004,-0.35700000000000004,FALSE,1
within_party,D,Senate,Senate Budget,not_predicted,114,8,NA,NA,NA,44,-0.3415,-0.337,-0.004500000000000004,0.004500000000000004,-0.429,-0.2415,FALSE,0.8887111288871112
within_party,R,Senate,Senate Budget,not_predicted,114,12,NA,NA,NA,54,0.45,0.445,0.0050000000000000044,0.0050000000000000044,0.3885,0.55,FALSE,0.9166083391660834
within_party,I,Senate,Senate Budget,not_predicted,114,2,NA,NA,NA,2,-0.35700000000000004,-0.35700000000000004,0,0,-0.35700000000000004,-0.35700000000000004,FALSE,1
within_party,D,Senate,Senate Budget,not_predicted,115,9,NA,NA,NA,48,-0.343,-0.3395,-0.003500000000000003,0.003500000000000003,-0.425,-0.234,FALSE,0.8833116688331167
within_party,R,Senate,Senate Budget,not_predicted,115,14,NA,NA,NA,55,0.547,0.461,0.08600000000000002,0.08600000000000002,0.4025,0.5515000000000001,FALSE,0.058994100589941006
within_party,I,Senate,Senate Budget,not_predicted,115,2,NA,NA,NA,2,-0.35700000000000004,-0.35700000000000004,0,0,-0.35700000000000004,-0.35700000000000004,FALSE,1
within_party,D,Senate,Senate Budget,not_predicted,116,9,NA,NA,NA,46,-0.343,-0.3395,-0.003500000000000003,0.003500000000000003,-0.425,-0.245,FALSE,0.8807119288071192
within_party,R,Senate,Senate Budget,not_predicted,116,11,NA,NA,NA,54,0.558,0.4615,0.09650000000000003,0.09650000000000003,0.401,0.578,FALSE,0.0756924307569243
within_party,I,Senate,Senate Budget,not_predicted,116,1,NA,NA,NA,2,-0.545,-0.35700000000000004,-0.188,0.188,-0.545,-0.169,FALSE,1
within_party,D,Senate,Senate Budget,not_predicted,117,10,NA,NA,NA,49,-0.35,-0.343,-0.006999999999999951,0.006999999999999951,-0.4235,-0.273,FALSE,0.762023797620238
within_party,R,Senate,Senate Budget,not_predicted,117,9,NA,NA,NA,51,0.558,0.505,0.05300000000000005,0.05300000000000005,0.402,0.628,FALSE,0.5021497850214979
within_party,I,Senate,Senate Budget,not_predicted,117,1,NA,NA,NA,2,-0.545,-0.35700000000000004,-0.188,0.188,-0.545,-0.169,FALSE,1
within_party,D,Senate,Senate Finance,not_predicted,103,11,NA,NA,NA,57,-0.303,-0.309,0.006000000000000005,0.006000000000000005,-0.355,-0.231,FALSE,0.7896210378962104
within_party,R,Senate,Senate Finance,not_predicted,103,9,NA,NA,NA,45,0.272,0.346,-0.07399999999999995,0.07399999999999995,0.213,0.46,FALSE,0.19858014198580143
within_party,D,Senate,Senate Finance,not_predicted,104,9,NA,NA,NA,48,-0.301,-0.3085,0.007500000000000007,0.007500000000000007,-0.357,-0.241,FALSE,0.7275272472752725
within_party,R,Senate,Senate Finance,not_predicted,104,13,NA,NA,NA,55,0.322,0.361,-0.03899999999999998,0.03899999999999998,0.272,0.446,FALSE,0.37036296370362964
within_party,D,Senate,Senate Finance,not_predicted,105,9,NA,NA,NA,45,-0.241,-0.308,0.067,0.067,-0.36,-0.256,TRUE,0.011698830116988301
within_party,R,Senate,Senate Finance,not_predicted,105,11,NA,NA,NA,55,0.362,0.381,-0.019000000000000017,0.019000000000000017,0.289,0.46,FALSE,0.6828317168283171
within_party,D,Senate,Senate Finance,not_predicted,106,9,NA,NA,NA,46,-0.231,-0.302,0.07099999999999998,0.07099999999999998,-0.355,-0.231,FALSE,0.026997300269973004
within_party,R,Senate,Senate Finance,not_predicted,106,12,NA,NA,NA,56,0.386,0.3735,0.012500000000000011,0.012500000000000011,0.2864875,0.456,FALSE,0.7599240075992401
within_party,D,Senate,Senate Finance,not_predicted,107,10,NA,NA,NA,50,-0.264,-0.3085,0.044499999999999984,0.044499999999999984,-0.356,-0.244,FALSE,0.1326867313268673
within_party,R,Senate,Senate Finance,not_predicted,107,11,NA,NA,NA,50,0.39,0.3815,0.008500000000000008,0.008500000000000008,0.289,0.446,FALSE,0.8791120887911209
within_party,D,Senate,Senate Finance,not_predicted,108,9,NA,NA,NA,48,-0.266,-0.309,0.04299999999999998,0.04299999999999998,-0.36,-0.231,FALSE,0.1817818218178182
within_party,R,Senate,Senate Finance,not_predicted,108,11,NA,NA,NA,51,0.382,0.364,0.018000000000000016,0.018000000000000016,0.287,0.446,FALSE,0.5488451154884512
within_party,I,Senate,Senate Finance,not_predicted,108,1,NA,NA,NA,1,-0.277,-0.277,0,0,-0.277,-0.277,FALSE,1
within_party,D,Senate,Senate Finance,not_predicted,109,8,NA,NA,NA,45,-0.311,-0.326,0.015000000000000013,0.015000000000000013,-0.365,-0.2365,FALSE,0.620937906209379
within_party,R,Senate,Senate Finance,not_predicted,109,11,NA,NA,NA,55,0.382,0.381,0.0010000000000000009,0.0010000000000000009,0.31,0.446,FALSE,0.9444055594440556
within_party,D,Senate,Senate Finance,not_predicted,110,11,NA,NA,NA,50,-0.309,-0.3135,0.004500000000000004,0.004500000000000004,-0.352,-0.25,FALSE,0.8801119888011198
within_party,R,Senate,Senate Finance,not_predicted,110,12,NA,NA,NA,51,0.4295,0.395,0.034499999999999975,0.034499999999999975,0.3275,0.47,FALSE,0.32066793320667936
within_party,D,Senate,Senate Finance,not_predicted,111,14,NA,NA,NA,66,-0.3025,-0.3165,0.014000000000000012,0.014000000000000012,-0.3585,-0.2425,FALSE,0.6008399160083991
within_party,R,Senate,Senate Finance,not_predicted,111,10,NA,NA,NA,44,0.488,0.3985,0.08949999999999997,0.08949999999999997,0.3285,0.483,TRUE,0.029397060293970604
within_party,D,Senate,Senate Finance,not_predicted,112,13,NA,NA,NA,53,-0.32,-0.319,-0.0010000000000000009,0.0010000000000000009,-0.36,-0.24,FALSE,0.9388061193880612
within_party,R,Senate,Senate Finance,not_predicted,112,11,NA,NA,NA,48,0.435,0.413,0.02200000000000002,0.02200000000000002,0.371,0.54,FALSE,0.3885611438856114
within_party,D,Senate,Senate Finance,not_predicted,113,15,NA,NA,NA,57,-0.32,-0.335,0.015000000000000013,0.015000000000000013,-0.37,-0.25,FALSE,0.6344365563443656
within_party,R,Senate,Senate Finance,not_predicted,113,11,NA,NA,NA,46,0.431,0.4245,0.006500000000000006,0.006500000000000006,0.381,0.545,FALSE,0.8692130786921308
within_party,D,Senate,Senate Finance,not_predicted,114,12,NA,NA,NA,44,-0.3165,-0.337,0.020500000000000018,0.020500000000000018,-0.39749999999999996,-0.2565,FALSE,0.46365363463653636
within_party,R,Senate,Senate Finance,not_predicted,114,14,NA,NA,NA,54,0.433,0.445,-0.01200000000000001,0.01200000000000001,0.391,0.5445,FALSE,0.7461253874612539
within_party,D,Senate,Senate Finance,not_predicted,115,13,NA,NA,NA,48,-0.313,-0.3395,0.026500000000000024,0.026500000000000024,-0.399,-0.245,FALSE,0.2800719928007199
within_party,R,Senate,Senate Finance,not_predicted,115,14,NA,NA,NA,55,0.4485,0.461,-0.012500000000000011,0.012500000000000011,0.4025,0.5515000000000001,FALSE,0.7314268573142686
within_party,D,Senate,Senate Finance,not_predicted,116,13,NA,NA,NA,46,-0.32,-0.3395,0.019500000000000017,0.019500000000000017,-0.399,-0.269,FALSE,0.40735926407359263
within_party,R,Senate,Senate Finance,not_predicted,116,16,NA,NA,NA,54,0.4665,0.4615,0.0050000000000000044,0.0050000000000000044,0.4075,0.557,FALSE,0.9033096690330967
within_party,D,Senate,Senate Finance,not_predicted,117,14,NA,NA,NA,49,-0.3275,-0.343,0.015500000000000014,0.015500000000000014,-0.405,-0.287,FALSE,0.42755724427557246
within_party,R,Senate,Senate Finance,not_predicted,117,14,NA,NA,NA,51,0.488,0.505,-0.017000000000000015,0.017000000000000015,0.4195,0.607,FALSE,0.8236176382361764
within_party,D,Senate,Senate Rules & Administration,not_predicted,103,9,NA,NA,NA,57,-0.309,-0.309,0,0,-0.357,-0.223,FALSE,1
within_party,R,Senate,Senate Rules & Administration,not_predicted,103,7,NA,NA,NA,45,0.287,0.346,-0.059,0.059,0.2,0.466,FALSE,0.32926707329267074
within_party,D,Senate,Senate Rules & Administration,not_predicted,104,7,NA,NA,NA,48,-0.309,-0.3085,-5.000000000000004e-4,5.000000000000004e-4,-0.362,-0.223,FALSE,1
within_party,R,Senate,Senate Rules & Administration,not_predicted,104,10,NA,NA,NA,55,0.33,0.361,-0.030999999999999972,0.030999999999999972,0.264,0.453,FALSE,0.48165183481651835
within_party,D,Senate,Senate Rules & Administration,not_predicted,105,7,NA,NA,NA,45,-0.301,-0.308,0.007000000000000006,0.007000000000000006,-0.36,-0.25,FALSE,0.7903209679032097
