chamber,label,group,congress,committee_n,chamber_n,committee_median,chamber_median,displacement,abs_displacement,ci_lo,ci_hi,outlier,p_value
Senate,Senate Agriculture,predicted,115,23,105,0.287,0.285,0.0020000000000000018,0.0020000000000000018,-0.252,0.426,FALSE,0.9596040395960403
Senate,Senate Agriculture,predicted,116,21,102,0.402,0.2855,0.11650000000000005,0.11650000000000005,-0.278,0.435,FALSE,0.5625437456254374
Senate,Senate Agriculture,predicted,117,22,102,0.058499999999999996,0.0335,0.024999999999999994,0.024999999999999994,-0.299,0.4385,FALSE,0.9385061493850615
Senate,Senate Armed Services,predicted,103,21,102,0.013,-0.1435,0.1565,0.1565,-0.296,0.257,FALSE,0.32696730326967305
Senate,Senate Armed Services,predicted,104,22,103,0.181,0.084,0.09699999999999999,0.09699999999999999,-0.26204999999999995,0.3165,FALSE,0.7034296570342966
Senate,Senate Armed Services,predicted,105,18,100,0.1765,0.153,0.023499999999999993,0.023499999999999993,-0.267,0.36,FALSE,0.9228077192280771
Senate,Senate Armed Services,predicted,106,20,102,0.1765,0.135,0.04149999999999998,0.04149999999999998,-0.2515,0.35,FALSE,0.8631136886311369
Senate,Senate Armed Services,predicted,107,25,101,-0.03,0.003,-0.033,0.033,-0.266,0.331,FALSE,0.9075092490750925
Senate,Senate Armed Services,predicted,108,25,100,0.124,0.0795,0.0445,0.0445,-0.267,0.324,FALSE,0.9089091090890911
Senate,Senate Armed Services,predicted,109,24,101,0.193,0.185,0.008000000000000007,0.008000000000000007,-0.2585,0.35050000000000003,FALSE,0.9786021397860214
Senate,Senate Armed Services,predicted,110,27,102,0.124,0.019000000000000003,0.105,0.105,-0.266,0.333,FALSE,0.8548145185481452
Senate,Senate Armed Services,predicted,111,28,111,-0.1505,-0.205,0.05449999999999999,0.05449999999999999,-0.2935,0.21704999999999927,FALSE,0.31386861313868614
Senate,Senate Armed Services,predicted,112,26,102,-0.0435,-0.156,0.1125,0.1125,-0.258,0.371,FALSE,0.45955404459554045
Senate,Senate Armed Services,predicted,113,26,105,-0.088,-0.193,0.10500000000000001,0.10500000000000001,-0.2885,0.373,FALSE,0.34036596340365965
Senate,Senate Armed Services,predicted,114,26,100,0.3525,0.286,0.0665,0.0665,-0.2395,0.404,FALSE,0.7588241175882412
Senate,Senate Armed Services,predicted,115,29,105,0.367,0.285,0.08200000000000002,0.08200000000000002,-0.24,0.403,FALSE,0.7202279772022798
Senate,Senate Armed Services,predicted,116,27,102,0.345,0.2855,0.0595,0.0595,-0.268,0.413,FALSE,0.8574142585741426
Senate,Senate Armed Services,predicted,117,26,102,0.1485,0.0335,0.11499999999999999,0.11499999999999999,-0.28407499999999997,0.4285,FALSE,0.8245175482451755
Senate,Senate Commerce,predicted,103,21,102,-0.117,-0.1435,0.026499999999999982,0.026499999999999982,-0.296,0.257,FALSE,0.8413158684131586
Senate,Senate Commerce,predicted,104,22,103,0.113,0.084,0.028999999999999998,0.028999999999999998,-0.259,0.3205,FALSE,0.8968103189681031
Senate,Senate Commerce,predicted,105,20,100,0.155,0.153,0.0020000000000000018,0.0020000000000000018,-0.264,0.354,FALSE,0.9883011698830118
Senate,Senate Commerce,predicted,106,20,102,0.155,0.135,0.01999999999999999,0.01999999999999999,-0.254,0.346,FALSE,0.9474052594740526
Senate,Senate Commerce,predicted,107,23,101,-0.123,0.003,-0.126,0.126,-0.267,0.331,FALSE,0.7518248175182481
Senate,Senate Commerce,predicted,108,23,100,0.091,0.0795,0.011499999999999996,0.011499999999999996,-0.268,0.331,FALSE,1
Senate,Senate Commerce,predicted,109,22,101,0.14150000000000001,0.185,-0.04349999999999998,0.04349999999999998,-0.2635,0.3585,FALSE,0.8432156784321568
Senate,Senate Commerce,predicted,110,24,102,-0.025999999999999995,0.019000000000000003,-0.045,0.045,-0.267,0.347,FALSE,0.9076092390760924
Senate,Senate Commerce,predicted,111,26,111,-0.16799999999999998,-0.205,0.037000000000000005,0.037000000000000005,-0.302,0.23850000000000002,FALSE,0.47795220477952205
Senate,Senate Commerce,predicted,112,26,102,-0.025999999999999995,-0.156,0.13,0.13,-0.261,0.3725,FALSE,0.4156584341565843
Senate,Senate Commerce,predicted,113,30,105,-0.20700000000000002,-0.193,-0.014000000000000012,0.014000000000000012,-0.277,0.363,FALSE,0.81991800819918
Senate,Senate Commerce,predicted,114,24,100,0.3645,0.286,0.07850000000000001,0.07850000000000001,-0.246,0.4075,FALSE,0.7145285471452855
Senate,Senate Commerce,predicted,115,28,105,0.045999999999999985,0.285,-0.239,0.239,-0.2395,0.4105,FALSE,0.37246275372462756
Senate,Senate Commerce,predicted,116,26,102,0.3315,0.2855,0.04600000000000004,0.04600000000000004,-0.2595,0.42100000000000004,FALSE,0.8658134186581342
Senate,Senate Commerce,predicted,117,28,102,0.09,0.0335,0.056499999999999995,0.056499999999999995,-0.2815,0.4195,FALSE,0.8953104689531047
Senate,Senate Energy & Natural Resources,predicted,103,21,102,-0.117,-0.1435,0.026499999999999982,0.026499999999999982,-0.296,0.257,FALSE,0.83991600839916
Senate,Senate Energy & Natural Resources,predicted,104,20,103,-0.0405,0.084,-0.1245,0.1245,-0.2665,0.3240124999999998,FALSE,0.6115388461153884
Senate,Senate Energy & Natural Resources,predicted,105,19,100,0.192,0.153,0.03900000000000001,0.03900000000000001,-0.267,0.362,FALSE,0.92010798920108
Senate,Senate Energy & Natural Resources,predicted,106,19,102,0.192,0.135,0.056999999999999995,0.056999999999999995,-0.262,0.356,FALSE,0.8505149485051495
Senate,Senate Energy & Natural Resources,predicted,107,22,101,-0.16849999999999998,0.003,-0.17149999999999999,0.17149999999999999,-0.2695,0.32499999999999996,FALSE,0.5512448755124487
Senate,Senate Energy & Natural Resources,predicted,108,23,100,0.192,0.0795,0.1125,0.1125,-0.268,0.324,FALSE,0.6982301769823017
Senate,Senate Energy & Natural Resources,predicted,109,23,101,0.192,0.185,0.007000000000000006,0.007000000000000006,-0.266,0.362,FALSE,0.9578042195780422
Senate,Senate Energy & Natural Resources,predicted,110,24,102,0.012999999999999998,0.019000000000000003,-0.006000000000000005,0.006000000000000005,-0.2675,0.34750000000000003,FALSE,0.9686031396860314
Senate,Senate Energy & Natural Resources,predicted,111,24,111,-0.1845,-0.205,0.02049999999999999,0.02049999999999999,-0.3085,0.2565,FALSE,0.6624337566243376
Senate,Senate Energy & Natural Resources,predicted,112,23,102,-0.057,-0.156,0.099,0.099,-0.268,0.378,FALSE,0.5104489551044895
Senate,Senate Energy & Natural Resources,predicted,113,23,105,-0.203,-0.193,-0.010000000000000009,0.010000000000000009,-0.309,0.378,FALSE,0.8731126887311269
Senate,Senate Energy & Natural Resources,predicted,114,22,100,0.244,0.286,-0.04199999999999998,0.04199999999999998,-0.256,0.413,FALSE,0.86141385861413855
Senate,Senate Energy & Natural Resources,predicted,115,26,105,0.244,0.285,-0.04099999999999998,0.04099999999999998,-0.243,0.4140124999999999,FALSE,0.9033096690330967
Senate,Senate Energy & Natural Resources,predicted,116,20,102,0.2635,0.2855,-0.021999999999999964,0.021999999999999964,-0.277,0.4375,FALSE,0.9583041695830417
Senate,Senate Energy & Natural Resources,predicted,117,20,102,0.07300000000000001,0.0335,0.03950000000000001,0.03950000000000001,-0.306,0.4395,FALSE,0.9197080291970803
